"uuid","latitude","longitude","interactions","street","reliability","start_time","end_time","share","cum_share"
"a40e484e-9548-3be2-98b9-682d8c6b425b","-12.136803","-77.028672","4","Vía Expresa Costa Verde","9","2018-11-12 23:59:00.000","2018-11-13 00:28:00.000","0.0037","0.766269477543538"
"fa780b46-a1cd-3779-9421-f815629ec5e6","-12.134603","-77.023383","4","Quebrada de Armendáriz","9","2018-11-18 11:13:00.000","2018-11-18 12:02:00.000","0.0037","0.76993583868011"
"38cb5b10-62f7-3ab0-b427-0603ad5d1ec0","-12.124884","-77.024514","4","Av. Paseo de la República","9","2018-11-22 00:36:00.000","2018-11-22 00:43:00.000","0.0037","0.773602199816682"
"3a483dc7-3dbd-3e3e-b15c-e9f0276d6008","-12.131181","-77.033232","4","Vía Expresa Costa Verde","9","2019-01-04 17:07:00.000","2019-01-04 17:37:00.000","0.0037","0.7772685609532539"
"accae86b-5a96-3872-b6d1-2ecc2d5b03d3","-12.113036","-77.051175","4","Vía Expresa Costa Verde","9","2019-02-14 01:17:00.000","2019-02-14 01:21:00.000","0.0037","0.7809349220898258"
"29d86512-62ce-36ff-8225-a911cb669c0f","-12.123569","-77.038778","4","Av. de la Aviación","9","2019-02-20 00:51:00.000","2019-02-20 01:03:00.000","0.0037","0.7846012832263978"
"901d7133-c3ed-31ba-9bf6-fb1ba0f4f55d","-12.120186","-77.034374","4","Berlín","9","2019-03-19 12:20:00.000","2019-03-19 12:50:00.000","0.0037","0.7882676443629697"
"0f3ba3b8-4b91-3e21-aae2-245c685fe9b6","-12.125047","-77.024478","4","Av. Paseo de la República","9","2019-03-21 01:05:00.000","2019-03-21 01:15:00.000","0.0037","0.7919340054995417"
"50372ba4-eac5-39bf-b760-01a5866d3109","-12.113595","-77.027813","4","Av. Angamos Este","9","2019-04-19 00:04:00.000","2019-04-19 00:33:00.000","0.0037","0.7956003666361137"
"666149a5-728c-3bc4-8227-02edf3c6d5b6","-12.128873","-77.036439","4","Vía Expresa Costa Verde","9","2019-05-20 14:00:00.000","2019-05-20 14:15:00.000","0.0037","0.7992667277726856"
"1beb51fe-70cc-3dab-a711-0ab84efcd1a7","-12.128268","-77.005742","4","Av. Alfredo Benavides","9","2019-06-18 21:05:00.000","2019-06-18 21:11:00.000","0.0037","0.8029330889092575"
"404d92a2-9fe4-3977-bcae-856ad2ab3599","-12.124134","-77.03384","4","Recavarren","8","2019-03-06 15:48:00.000","2019-03-06 16:28:00.000","0.0037","0.8065994500458296"
"8c8e3003-2add-3bb8-bfa5-e7ddbb730205","-12.126131","-77.00921","4","Av. José Ramírez Gastón","8","2019-03-14 15:14:00.000","2019-03-14 15:45:00.000","0.0037","0.8102658111824015"
"3710f240-7e59-3bb4-9577-fb615659e7ee","-12.113589","-77.027693","4","Av. Angamos Este","8","2019-06-05 17:04:00.000","2019-06-05 17:45:00.000","0.0037","0.8139321723189734"
"07bd6158-a193-3d22-a156-a163b8c91842","-12.104661","-77.032147","4","Asunción","8","2019-06-28 21:55:00.000","2019-06-28 22:24:00.000","0.0037","0.8175985334555453"
"77c30a83-d753-3f63-84e8-0168fc7c389e","-12.123209","-77.019058","4","Av. Ricardo Palma","8","2019-07-13 17:03:00.000","2019-07-13 17:32:00.000","0.0037","0.8212648945921174"
"dc11889a-abe5-341b-93b4-b008acd3e405","-12.125582","-77.023771","4","Av. Paseo de la República","8","2019-08-16 17:24:00.000","2019-08-16 18:03:00.000","0.0037","0.8249312557286893"
"ff2996ad-5767-371e-b191-3fb1fb89337a","-12.109744","-77.047936","3","Mariano Melgar","9","2019-01-28 00:29:00.000","2019-01-28 01:04:00.000","0.0027","0.8276810265811182"
"19bba615-932e-3038-ae97-f7972c3351b8","-12.126479","-77.017164","3","Av. Alfredo Benavides","8","2018-10-14 19:01:00.000","2018-10-14 19:04:00.000","0.0027","0.8304307974335472"
"a11d48be-3a76-3df1-9d65-29374c7f9553","-12.122729","-77.030281","3","Schell","8","2018-11-18 11:19:00.000","2018-11-18 11:50:00.000","0.0027","0.8331805682859762"
"3825b2b7-5a30-32a5-b503-86850288f886","-12.12214","-77.02036","3","Av. Monseñor Roca y Boloña","8","2018-11-27 22:29:00.000","2018-11-27 23:04:00.000","0.0027","0.8359303391384051"
